1	0
2	0
3	1
4	1
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	1
13	0
14	0
15	0
16	0
17	0
18	0
19	1
20	1
21	0
22	1
23	0
24	1
25	0
26	0
27	1
28	0
29	0
30	1
31	1
32	0
33	1
34	0
35	0
36	1
37	0
38	0
39	0
40	1
41	0
42	1
43	0
44	0
45	1
46	0
47	1
48	1
49	1
50	1
51	1
52	0
53	1
54	1
55	1
56	1
57	1
58	1
59	1
60	0
61	0
62	1
63	1
64	1
65	1
66	1
67	1
68	0
69	1
70	0
71	1
72	1
73	1
74	0
75	1
76	1
77	1
78	1
79	1
80	0
81	0
82	0
83	1
84	0
85	1
86	1
87	0
88	1
89	1
90	1
91	1
92	1
93	1
94	1
95	0
96	1
97	0
98	0
99	0
100	0
101	1
102	0
103	1
104	1
105	1
106	1
107	0
108	0
109	0
110	0
111	0
112	0
113	0
114	1
115	1
116	1
117	0
118	1
119	1
120	0
121	1
122	1
123	1
124	1
125	0
126	1
127	0
128	0
129	1
130	0
131	0
132	1
133	1
134	0
135	0
136	0
137	0
138	0
139	1
140	1
141	1
142	1
143	1
144	1
145	0
146	1
147	1
148	1
149	1
150	0
151	1
152	1
153	1
154	1
155	0
156	0
157	0
158	0
159	0
160	1
161	1
162	1
163	0
164	1
165	1
166	1
167	1
168	1
169	1
170	1
171	0
172	1
173	1
174	1
