#  Index into NumPy file "pose_data_ycbv-1-gdrnpp.npz".
#  Created at  6:00PM EDT on Sep 11, 2023
#    DATASET:   ycbv
#    OBJECT:    1
#    ESTIMATOR: gdrnpp
#  The errors reported in this file have taken discrete and continuous object symmetries into account.
#  Bounding boxes are recorded in pixel coordinates as ((upper-left x, y), (lower-right x, y)) with the origin in the upper-left.
#
#  When a row is marked as a TP, it does not necessarily mean that the bounding boxes overlap.
#  For each ground-truth instance, the prediction best overlapping that instance belongs to that ground-truth.
#  All TPs are in the corresponding *.npz file.
#
#  When a row is marked as a FN, it means that there is a ground-truth but the predictor failed to make a prediction at all.
#  FNs are NOT recorded in the *.npz at all.
#
#  When a row is marked as a FP, it means the predictor hallucinated; there is no corresponding ground-truth instance.
#  FPs are NOT recorded in the *.npz at all.
#
#  Scene  <t>  Frame  <t>  Index  <t>  Error cat.  <t>  Visibility ratio  <t>  Score  <t>  R_err(degrees)  <t>  t_err(meters)  <t>  Gr.Tr.BBox  <t>  Pred.BBox
000048	1	0	TP	0.9351437424685832	0.9726693630218506	7.502472662794609	0.03179556779164311	206.0,126.0,338.0,320.0	48.0,1.0,49.0,1.9726693630218506
000048	36	1	TP	0.9419062539695982	0.9731574058532715	4.984396795950014	0.03195390460536617	186.0,122.0,318.0,316.0	48.0,36.0,49.0,36.97315740585327
000048	47	2	TP	0.9358348806079709	0.976107120513916	5.604027174968447	0.03088996757150513	216.0,122.0,346.0,314.0	48.0,47.0,49.0,47.976107120513916
000048	83	3	TP	0.9406132803882639	0.9716932773590088	4.727231975109138	0.02970869249342006	244.0,133.0,371.0,322.0	48.0,83.0,49.0,83.97169327735901
000048	112	4	TP	0.939858016698665	0.9716932773590088	3.7030961335137245	0.03222804768631655	257.0,121.0,384.0,309.0	48.0,112.0,49.0,112.97169327735901
000048	1024	5	TP	0.8873319339649401	0.9180479049682617	4.277049614602546	0.031614785473302404	334.0,149.0,446.0,319.0	48.0,1024.0,49.0,1024.9180479049683
000048	1027	6	TP	0.885398454683887	0.9093024730682373	2.25847413840435	0.037985161887714614	346.0,155.0,459.0,325.0	48.0,1027.0,49.0,1027.9093024730682
000048	1059	7	TP	0.8828839057621345	0.9273161888122559	2.6761422901746474	0.0464900135635074	354.0,138.0,470.0,308.0	48.0,1059.0,49.0,1059.9273161888123
000048	1074	8	TP	0.8815384615384615	0.9166240692138672	3.6245500389497067	0.058653688725369045	332.0,170.0,444.0,337.0	48.0,1074.0,49.0,1074.9166240692139
000048	1075	9	TP	0.8834721976008982	0.9267933368682861	3.3934337796641785	0.050000425936665656	332.0,165.0,444.0,332.0	48.0,1075.0,49.0,1075.9267933368683
000048	1083	10	TP	0.8847665555026203	0.9297552108764648	3.5140659883700183	0.054536196173924155	340.0,164.0,453.0,330.0	48.0,1083.0,49.0,1083.9297552108765
