#  Index into NumPy file "pose_data_tless-8-gdrnpp.npz".
#  Created at 11:43AM EDT on Sep 14, 2023
#    DATASET:   tless
#    OBJECT:    8
#    ESTIMATOR: gdrnpp
#  The errors reported in this file have taken discrete and continuous object symmetries into account.
#  Bounding boxes are recorded in pixel coordinates as ((upper-left x, y), (lower-right x, y)) with the origin in the upper-left.
#
#  When a row is marked as a TP, it does not necessarily mean that the bounding boxes overlap.
#  For each ground-truth instance, the prediction best overlapping that instance belongs to that ground-truth.
#  All TPs are in the corresponding *.npz file.
#
#  When a row is marked as a FN, it means that there is a ground-truth but the predictor failed to make a prediction at all.
#  FNs are NOT recorded in the *.npz at all.
#
#  When a row is marked as a FP, it means the predictor hallucinated; there is no corresponding ground-truth instance.
#  FPs are NOT recorded in the *.npz at all.
#
#  Scene  <t>  Frame  <t>  Index  <t>  Error cat.  <t>  Visibility ratio  <t>  Score  <t>  R_err(degrees)  <t>  t_err(meters)  <t>  Gr.Tr.BBox  <t>  Pred.BBox
000001	17	*	FP	*	0.014766007661819458	*	*	*	1.0,17.0,9.0,17.01476600766182
000001	38	*	FP	*	0.0034502223134040833	*	*	*	1.0,38.0,9.0,38.003450222313404
000001	57	*	FP	*	0.0011681579053401947	*	*	*	1.0,57.0,9.0,57.00116815790534
000001	76	*	FP	*	0.0016758330166339874	*	*	*	1.0,76.0,9.0,76.00167583301663
000001	176	*	FP	*	0.013168692588806152	*	*	*	1.0,176.0,9.0,176.0131686925888
000001	212	*	FP	*	0.03326833248138428	*	*	*	1.0,212.0,9.0,212.03326833248138
000001	212	*	FP	*	0.002718232572078705	*	*	*	1.0,212.0,9.0,212.00271823257208
000001	236	*	FP	*	0.01058320701122284	*	*	*	1.0,236.0,9.0,236.01058320701122
000001	236	*	FP	*	0.0029927771538496017	*	*	*	1.0,236.0,9.0,236.00299277715385
000001	252	*	FP	*	0.0013456307351589203	*	*	*	1.0,252.0,9.0,252.00134563073516
000001	267	*	FP	*	0.048984646797180176	*	*	*	1.0,267.0,9.0,267.0489846467972
