1	1
2	1
3	1
4	1
5	1
6	1
7	1
8	1
9	1
10	1
11	0
12	1
13	0
14	0
15	0
16	1
17	0
18	1
19	1
20	1
21	1
22	1
23	1
24	1
25	1
26	1
27	1
28	1
29	1
30	1
31	0
32	1
33	1
34	1
35	0
36	1
37	1
38	1
39	1
40	1
41	0
42	1
43	1
44	1
45	1
46	1
47	1
48	0
49	1
50	1
51	1
52	1
53	0
54	1
55	1
56	1
57	1
58	1
59	1
60	1
61	1
62	1
63	1
64	1
65	1
66	1
67	1
68	1
69	1
70	1
71	1
72	1
73	0
74	1
75	1
76	1
77	1
78	1
79	0
80	1
81	1
82	1
83	1
84	0
85	1
86	1
87	1
88	0
89	1
90	1
91	1
92	1
93	1
94	1
95	1
96	1
97	1
98	1
99	0
100	1
101	1
102	1
103	1
104	0
105	1
106	1
107	1
108	1
109	1
110	1
111	1
112	1
113	1
114	0
115	0
116	1
117	1
118	0
119	0
120	0
121	1
122	1
123	1
124	1
125	1
126	1
127	0
128	0
129	1
130	1
131	0
132	1
133	0
134	0
135	0
136	0
137	1
138	1
139	1
140	1
141	0
142	0
143	1
144	0
145	0
146	1
147	1
148	1
149	0
150	1
151	0
152	0
153	0
154	0
155	0
156	1
157	1
158	1
159	1
160	1
161	1
162	1
163	1
164	0
165	1
166	1
167	1
168	1
169	1
