scene_id,im_id,obj_id,score,R,t,time
2,3,11,0.0,0.19099254001257793 0.9805480911616985 -0.045246995244903665 0.8617381055122108 -0.1895665822360364 -0.4706080624124213 -0.47003115552883196 0.05089156922808297 -0.8811814574840611,-6.5343064672994355 -144.44516104566858 1076.497498248148,0.69
2,8,11,0.0,0.7367913495714586 -0.5426294504444195 -0.40335069940072765 -0.08361078976405875 0.5188631003108465 -0.8507586725804487 0.6709305053667625 0.6605561010589517 0.3369241670199645,-266.46013815525134 782.7335845209291 2962.6687372547326,0.69
2,17,11,0.0,0.9286845656907864 -0.3399451697465812 0.14826415282759287 0.12529978131389063 -0.0886702813026052 -0.9881485445095833 0.34906294883646255 0.9362557678218516 -0.03975166625322968,391.7417378414734 -256.53878992401985 1335.100805490765,0.69
2,27,11,0.0,0.1513589916104845 0.9777613603193088 0.14516603571494213 0.4934894738008627 0.05250167225156355 -0.8681657178549133 -0.856480352901574 0.20304259818403614 -0.47456833903693074,109.3641832601179 16.863567803643697 1205.7351613517117,0.69
2,36,11,0.0,0.2816383186196131 0.9590031298925779 0.03150959125975711 0.8280591271056472 -0.22632991696467397 -0.5129257750433268 -0.4847658604957151 0.1705513574938747 -0.8578544718976789,-6.230532147153648 -51.06833943176619 1111.4008283172643,0.69
2,38,11,0.0,0.5178794641790497 0.8403931209374251 0.15981321241585403 0.8197992520672635 -0.43418509796715404 -0.3733798160227842 -0.24439731359320602 0.3243804910661355 -0.9138091978767323,1.6353568480803735 -26.22537942566153 1082.2778754999765,0.69
2,39,11,0.0,0.6197670369079444 0.7660456591759742 0.17047835059031427 0.7561618078542492 -0.524768527564458 -0.3909441300498376 -0.2100193807841089 0.3712035028599244 -0.9044887059325737,32.4472959758496 18.673178889409655 1033.5818090725418,0.69
2,41,11,0.0,0.6198212147498812 0.7796538342159545 0.0892275772300394 0.6706534909690449 -0.4672319257287691 -0.5761234439170299 -0.40748687929430893 0.4169343190145745 -0.8124778254394628,71.54487166751666 -32.533679004865355 1043.18481345511,0.69
2,47,11,0.0,0.6278304915402939 0.7724369539137016 0.09576025334550586 0.5785192992462403 -0.3807916838529451 -0.7213273278533664 -0.5207151757841444 0.50827044546871 -0.6859423153379056,44.59278635092506 -104.22691489146027 1035.5465344128504,0.69
2,58,11,0.0,0.7100453773157119 0.6352984282705008 -0.30369634372119203 0.08038451259352303 -0.5016023540767058 -0.8613555645143351 -0.6995526372530453 0.5871890542421057 -0.40722858727079914,-27.694997794677924 0.9934279158527685 1105.6688830111411,0.69
