1	1
2	1
3	1
4	1
5	1
6	1
7	1
8	1
9	1
10	1
11	1
12	1
13	1
14	1
15	1
16	1
17	0
18	0
19	0
20	0
21	0
22	1
23	0
24	0
25	1
26	1
27	1
28	1
29	0
30	0
31	1
32	0
33	1
34	1
35	1
36	1
37	0
38	0
39	0
40	0
41	1
42	0
43	1
44	1
45	0
46	0
47	0
48	0
49	1
50	0
51	0
52	1
53	0
54	0
55	1
56	1
57	1
58	1
59	0
60	1
61	0
62	1
63	0
64	0
65	1
66	1
67	0
68	0
69	0
70	0
71	0
72	1
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	1
83	1
84	1
85	0
86	0
87	0
88	0
89	1
90	0
91	0
92	0
93	0
94	0
95	1
96	0
97	0
98	0
99	0
100	0
101	0
102	0
103	1
104	0
105	0
106	0
107	1
108	1
109	1
110	1
111	1
112	1
113	1
114	1
115	0
116	0
117	0
118	0
119	0
120	0
121	0
122	0
123	0
124	0
125	0
126	0
127	0
128	0
129	0
130	1
131	1
132	0
133	1
134	0
135	0
136	0
137	0
138	0
139	0
140	0
141	0
142	0
143	0
144	0
145	0
146	0
147	0
148	0
149	1
150	0
151	0
152	0
153	0
154	0
155	1
156	0
157	0
158	0
159	0
160	0
161	0
162	0
163	0
164	0
165	0
166	0
167	0
168	1
169	0
170	0
171	0
172	0
173	1
174	0
175	1
176	0
177	0
178	0
179	1
180	1
181	0
182	0
183	0
184	0
185	0
186	1
187	0
188	0
