#  Index into NumPy file "pose_data_tudl-3-gdrnpp.npz".
#  Created at  5:49PM EDT on Sep 11, 2023
#    DATASET:   tudl
#    OBJECT:    3
#    ESTIMATOR: gdrnpp
#  The errors reported in this file have taken discrete and continuous object symmetries into account.
#  Bounding boxes are recorded in pixel coordinates as ((upper-left x, y), (lower-right x, y)) with the origin in the upper-left.
#
#  When a row is marked as a TP, it does not necessarily mean that the bounding boxes overlap.
#  For each ground-truth instance, the prediction best overlapping that instance belongs to that ground-truth.
#  All TPs are in the corresponding *.npz file.
#
#  When a row is marked as a FN, it means that there is a ground-truth but the predictor failed to make a prediction at all.
#  FNs are NOT recorded in the *.npz at all.
#
#  When a row is marked as a FP, it means the predictor hallucinated; there is no corresponding ground-truth instance.
#  FPs are NOT recorded in the *.npz at all.
#
#  Scene  <t>  Frame  <t>  Index  <t>  Error cat.  <t>  Visibility ratio  <t>  Score  <t>  R_err(degrees)  <t>  t_err(meters)  <t>  Gr.Tr.BBox  <t>  Pred.BBox
000001	0	*	FP	*	0.0436672568321228	*	*	*	1.0,0.0,4.0,0.0436672568321228
000001	65	*	FP	*	0.10093104839324951	*	*	*	1.0,65.0,4.0,65.10093104839325
000001	102	*	FP	*	0.14374780654907227	*	*	*	1.0,102.0,4.0,102.14374780654907
000001	112	*	FP	*	0.16774499416351318	*	*	*	1.0,112.0,4.0,112.16774499416351
000001	169	*	FP	*	0.3294295072555542	*	*	*	1.0,169.0,4.0,169.32942950725555
000001	193	*	FP	*	0.25511741638183594	*	*	*	1.0,193.0,4.0,193.25511741638184
000001	277	*	FP	*	0.038248300552368164	*	*	*	1.0,277.0,4.0,277.03824830055237
000001	315	*	FP	*	0.045889973640441895	*	*	*	1.0,315.0,4.0,315.04588997364044
000001	384	*	FP	*	0.09302043914794922	*	*	*	1.0,384.0,4.0,384.09302043914795
000001	436	*	FP	*	0.30358314514160156	*	*	*	1.0,436.0,4.0,436.3035831451416
000001	457	*	FP	*	0.14615392684936523	*	*	*	1.0,457.0,4.0,457.14615392684937
000001	522	*	FP	*	0.20700979232788086	*	*	*	1.0,522.0,4.0,522.2070097923279
000001	563	*	FP	*	0.31622314453125	*	*	*	1.0,563.0,4.0,563.3162231445312
000001	599	*	FP	*	0.21613359451293945	*	*	*	1.0,599.0,4.0,599.2161335945129
000001	655	*	FP	*	0.10063648223876953	*	*	*	1.0,655.0,4.0,655.1006364822388
000001	658	*	FP	*	0.11033213138580322	*	*	*	1.0,658.0,4.0,658.1103321313858
000001	725	*	FP	*	0.037873461842536926	*	*	*	1.0,725.0,4.0,725.0378734618425
000001	768	*	FP	*	0.054382771253585815	*	*	*	1.0,768.0,4.0,768.0543827712536
000001	827	*	FP	*	0.12941241264343262	*	*	*	1.0,827.0,4.0,827.1294124126434
000001	954	*	FP	*	0.14069080352783203	*	*	*	1.0,954.0,4.0,954.1406908035278
000001	999	*	FP	*	0.08491203188896179	*	*	*	1.0,999.0,4.0,999.084912031889
000001	1020	*	FP	*	0.22356319427490234	*	*	*	1.0,1020.0,4.0,1020.2235631942749
000001	1053	*	FP	*	0.5250771045684814	*	*	*	1.0,1053.0,4.0,1053.5250771045685
000001	1058	*	FP	*	0.40808582305908203	*	*	*	1.0,1058.0,4.0,1058.408085823059
000001	1084	*	FP	*	0.48050498962402344	*	*	*	1.0,1084.0,4.0,1084.480504989624
000001	1161	*	FP	*	0.5432534217834473	*	*	*	1.0,1161.0,4.0,1161.5432534217834
