#  Index into NumPy file "pose_data_ycbv-9-dope.npz".
#  Created at  5:57PM EDT on Sep 11, 2023
#    DATASET:   ycbv
#    OBJECT:    9
#    ESTIMATOR: dope
#  The errors reported in this file have taken discrete and continuous object symmetries into account.
#  Bounding boxes are recorded in pixel coordinates as ((upper-left x, y), (lower-right x, y)) with the origin in the upper-left.
#
#  When a row is marked as a TP, it does not necessarily mean that the bounding boxes overlap.
#  For each ground-truth instance, the prediction best overlapping that instance belongs to that ground-truth.
#  All TPs are in the corresponding *.npz file.
#
#  When a row is marked as a FN, it means that there is a ground-truth but the predictor failed to make a prediction at all.
#  FNs are NOT recorded in the *.npz at all.
#
#  When a row is marked as a FP, it means the predictor hallucinated; there is no corresponding ground-truth instance.
#  FPs are NOT recorded in the *.npz at all.
#
#  Scene  <t>  Frame  <t>  Index  <t>  Error cat.  <t>  Visibility ratio  <t>  Score  <t>  R_err(degrees)  <t>  t_err(meters)  <t>  Gr.Tr.BBox  <t>  Pred.BBox
000049	1	0	TP	0.9451185214945761	0.775687	2.345388920639428	0.006112982343585893	169.0,98.0,298.0,228.0	137.22870766291965,82.15364721438904,400.3413154995762,288.33650719333497
000049	36	1	TP	0.9436955449613678	0.7542949	1.367756064399455	0.05743098559551379	167.0,110.0,296.0,238.0	140.19071788026258,93.62704777013988,400.49055329131636,300.8733784635026
000049	47	2	TP	0.9377994452382954	0.33643606	2.2230748756735603	0.01043089899718285	165.0,118.0,294.0,243.0	133.77861312635932,101.53292906876645,394.9447263242853,322.2648832532906
000049	58	3	TP	0.9345385999485906	0.35897726	4.187301166495325	0.04415095558036972	155.0,133.0,285.0,255.0	127.20174000610439,113.34503233614787,374.02171129625845,337.65538900650864
000049	65	4	TP	0.9307321350284963	0.38942796	48.59439169757179	0.5931513498473004	164.0,143.0,293.0,264.0	173.79892745664446,141.06422290315106,418.31412010898646,352.09677487584196
000049	73	5	TP	0.917207647843486	0.47568014	24.444974362439698	0.4601606274526677	155.0,154.0,285.0,273.0	164.99474678123488,146.61381618294922,402.0589458574001,366.9617767686516
000049	91	6	TP	0.910431654676259	0.14779676	3.638741413402607	0.009490199978932091	150.0,155.0,280.0,272.0	120.84055291036881,130.75135760536426,368.02059075441434,372.44392653306363
000049	109	7	TP	0.8988927210019967	0.77591676	2.9984952871777644	0.0373042531096171	149.0,173.0,280.0,289.0	121.9533903489365,146.28304990713312,364.66075969610057,398.27997435043176
000049	125	8	TP	0.8878031125588128	0.70663595	6.166820390544165	0.08019976939017473	128.0,180.0,258.0,298.0	106.49390844420535,157.4047777146914,328.3747471370433,415.06548398353675
000049	148	*	FN	0.8882746321890326	*	*	*	132.0,159.0,262.0,278.0	*
000049	231	9	TP	0.8451618487104033	0.62513304	10.420056182742922	0.01198717234939836	141.0,154.0,266.0,281.0	121.89303862825392,132.78428755889675,359.8122605252462,384.25777166325247
000049	357	*	FN	0.7014885699096225	*	*	*	161.0,144.0,268.0,278.0	*
000049	521	*	FN	0.5897822603449902	*	*	*	227.0,131.0,329.0,262.0	*
000049	526	*	FN	0.5899416085891882	*	*	*	222.0,137.0,323.0,267.0	*
000049	537	*	FN	0.5755361548680964	*	*	*	222.0,142.0,323.0,272.0	*
000049	542	*	FN	0.5715779467680608	*	*	*	223.0,143.0,324.0,273.0	*
000049	552	*	FN	0.563315864697475	*	*	*	230.0,142.0,330.0,272.0	*
000049	558	*	FN	0.559208639969416	*	*	*	230.0,148.0,330.0,277.0	*
000049	564	*	FN	0.5519854210627277	*	*	*	229.0,148.0,329.0,277.0	*
000049	570	*	FN	0.5486131106632114	*	*	*	227.0,145.0,327.0,275.0	*
000049	576	*	FN	0.550826287471176	*	*	*	231.0,145.0,330.0,275.0	*
000049	591	*	FN	0.5431109394612339	*	*	*	230.0,151.0,329.0,280.0	*
000049	594	*	FN	0.5286790266512167	*	*	*	237.0,153.0,335.0,282.0	*
000049	617	*	FN	0.5153208710734245	*	*	*	231.0,156.0,330.0,285.0	*
000049	629	*	FN	0.5111753371868979	*	*	*	223.0,151.0,321.0,281.0	*
000049	631	*	FN	0.518809980806142	*	*	*	220.0,152.0,319.0,282.0	*
000049	651	*	FN	0.48369040725728624	*	*	*	222.0,160.0,320.0,290.0	*
000049	669	*	FN	0.49718806596130016	*	*	*	221.0,152.0,320.0,282.0	*
000049	762	*	FN	0.4328966521106259	*	*	*	229.0,169.0,325.0,298.0	*
000049	1024	*	FN	0.4019236672464954	*	*	*	247.0,162.0,338.0,290.0	*
000049	1036	*	FN	0.3845916478090928	*	*	*	238.0,170.0,328.0,297.0	*
000049	1052	*	FN	0.4303472364906513	*	*	*	232.0,169.0,323.0,297.0	*
000049	1067	*	FN	0.406011941527692	*	*	*	222.0,173.0,313.0,300.0	*
000049	1095	*	FN	0.4047545219638243	*	*	*	209.0,170.0,299.0,297.0	*
000049	1102	*	FN	0.4219203649937785	*	*	*	207.0,171.0,296.0,298.0	*
000049	1130	*	FN	0.4092835728315931	*	*	*	210.0,172.0,300.0,300.0	*
000049	1144	*	FN	0.37511539645091807	*	*	*	215.0,174.0,305.0,303.0	*
000049	1150	*	FN	0.3646142813236349	*	*	*	214.0,177.0,304.0,306.0	*
000049	1157	*	FN	0.3891439649015407	*	*	*	210.0,179.0,300.0,308.0	*
000049	1168	*	FN	0.3444932122078187	*	*	*	205.0,190.0,294.0,319.0	*
000049	1172	*	FN	0.34973458554512044	*	*	*	202.0,188.0,291.0,318.0	*
000049	1179	*	FN	0.3415059499384489	*	*	*	204.0,190.0,293.0,320.0	*
000049	1269	*	FN	0.3603928643014632	*	*	*	214.0,168.0,302.0,303.0	*
000049	1491	*	FN	0.37363257020412766	*	*	*	249.0,176.0,325.0,309.0	*
000049	1554	*	FN	0.37257824143070045	*	*	*	255.0,158.0,329.0,291.0	*
000049	1557	*	FN	0.38479183392590893	*	*	*	248.0,151.0,322.0,285.0	*
000049	1565	*	FN	0.38210818307905686	*	*	*	240.0,143.0,313.0,276.0	*
000049	1568	*	FN	0.4042380731820287	*	*	*	234.0,140.0,308.0,274.0	*
