#  BOP metrics for "epos, bop20-f64" on "lmo", calculated at 10:05PM EDT on Sep 12, 2023
#  Scene <t> Frame <t> Object ID <t> R_err(degrees) <t> t_err(meters) <t> e_VSD(delta=15, tau=0.05) <t> e_VSD(delta=15, tau=0.10) <t> e_VSD(delta=15, tau=0.15) <t> e_VSD(delta=15, tau=0.20) <t> e_VSD(delta=15, tau=0.25) <t> e_VSD(delta=15, tau=0.30) <t> e_VSD(delta=15, tau=0.35) <t> e_VSD(delta=15, tau=0.40) <t> e_VSD(delta=15, tau=0.45) <t> e_VSD(delta=15, tau=0.50) <t> e_MSSD(meters) <t> e_MSPD(pixels) <t> e_ADD(-S)(meters) <t> Object Diameter(meters)
000002	3	1	146.39451725041374	0.29421015031428477	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.3489621442665148	174.30565539403327	0.30141890638158897	0.10209900000000001
000002	8	1	34.43709512503382	0.0770263962507111	1.0	1.0	1.0	1.0	1.0	0.9865030674846625	0.9668711656441717	0.9116564417177914	0.8907975460122699	0.8748466257668711	0.09072176666465086	22.849946202365217	0.07901158507628658	0.10209900000000001
000002	17	1	85.26097435368233	0.4806209775109982	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5376936333761854	179.3337114621536	0.48612839190706497	0.10209900000000001
000002	27	1	94.76778391912984	0.715840619776337	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.7733152078856633	377.70389259225976	0.7176338833374	0.10209900000000001
000002	36	1	114.16588974646208	0.4862471989475767	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5477170610320288	223.75114500097706	0.48864381133584583	0.10209900000000001
000002	38	1	110.30255712810369	0.4540084833022509	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5204775503085978	226.5644009958544	0.45779860485746066	0.10209900000000001
000002	41	1	144.55819090066606	0.44454914244005234	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5174893300673041	209.69142126590694	0.44936851550938844	0.10209900000000001
000002	47	1	98.9940766348309	1.0401831595804334	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.1160020553684098	749.5371229081065	1.0523765501842244	0.10209900000000001
000002	58	1	158.69649456199227	0.15807164973048776	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.20585964412826585	96.87661917053428	0.16263321120720065	0.10209900000000001
000002	61	1	115.50565803805289	0.1801073032177367	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.22921263281248422	112.51220314898838	0.1842192832720485	0.10209900000000001
000002	62	1	120.05897975209152	0.5332986082069108	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5984220870289658	134.6358746304455	0.5335478833694731	0.10209900000000001
000002	65	1	137.56804268538923	1.438061240989611	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.502266190856519	127.47630362743209	1.4439393981821393	0.10209900000000001
000002	69	1	170.79670666646413	0.25211737363716336	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.3258133992735568	79.65604419652092	0.2629050157235669	0.10209900000000001
000002	72	1	147.69239219354841	0.739048700300849	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8058158039143629	409.0830873474713	0.7384146076481302	0.10209900000000001
000002	79	1	3.0474754197510068	0.06998222912410516	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.07178480971654785	3.3738309232632613	0.06966616223391667	0.10209900000000001
000002	89	1	4.868602190081111	0.03956576421796361	1.0	1.0	1.0	1.0	1.0	0.9991099243435692	0.9804183355585224	0.3987538940809969	0.13573653760569648	0.10947930574098798	0.04349191726209343	4.050237338816352	0.039965720023371516	0.10209900000000001
000002	96	1	4.915274346593802	0.008193966846450192	0.8993203058623619	0.23959218351741715	0.14995751911639763	0.1274426508071368	0.12149532710280374	0.11894647408666101	0.11894647408666101	0.11894647408666101	0.11894647408666101	0.11894647408666101	0.010848248169796963	4.617082555820714	0.008167581143210347	0.10209900000000001
000002	97	1	6.160863690858041	0.016275820970393054	0.9848173984407058	0.9335248256052524	0.7542059909725072	0.4805088223225277	0.3471481329503488	0.29298317603610996	0.2790315962248666	0.2654903569963069	0.2634386540828888	0.2634386540828888	0.01851603668287675	7.907442647329149	0.01672388094356357	0.10209900000000001
000002	102	1	9.82097824796499	0.007447890554418366	0.7085953878406709	0.46226415094339623	0.35115303983228513	0.3280922431865828	0.2929769392033543	0.2746331236897275	0.2662473794549266	0.2641509433962264	0.2641509433962264	0.2641509433962264	0.01245348934747974	8.433907603804892	0.008953194579872432	0.10209900000000001
000002	107	1	12.583033118108007	0.012737228159420098	0.9544592030360531	0.8608475648323846	0.6419987349778621	0.4737507906388362	0.3845667299177736	0.3200506008855155	0.2814674256799494	0.27640733712839977	0.27640733712839977	0.27640733712839977	0.017819791745126816	8.620515881867988	0.0143925938390602	0.10209900000000001
000002	110	1	6.01312343018086	0.03552375247084113	1.0	0.9972527472527473	0.993956043956044	0.9928571428571429	0.9923076923076923	0.9901098901098901	0.5049450549450549	0.1076923076923077	0.07747252747252747	0.07307692307692308	0.038616363544198666	3.084532340828238	0.03522684371977546	0.10209900000000001
000002	115	1	5.522196142834108	0.04210029423809763	1.0	1.0	1.0	1.0	1.0	1.0	0.9889821615949633	0.6196222455403987	0.1379853095487933	0.09233997901364113	0.04642143845164089	2.493910188050879	0.04129128477216467	0.10209900000000001
000002	119	1	5.413306760286879	0.012975588649199444	0.9885462555066079	0.9590308370044053	0.17180616740088106	0.08237885462555065	0.07533039647577093	0.06828193832599119	0.061233480176211455	0.061233480176211455	0.061233480176211455	0.061233480176211455	0.014908616745744263	2.9353178488899228	0.013310840984587295	0.10209900000000001
000002	124	1	10.580736812979499	0.02990842605102162	0.9977460555972952	0.9969947407963937	0.9932381667918858	0.9496619083395943	0.8467317806160781	0.5537190082644629	0.35537190082644626	0.2539444027047333	0.20886551465063863	0.19534184823441023	0.03642453831498238	7.8280326338239306	0.030365770775636663	0.10209900000000001
000002	126	1	8.651930756322452	0.014688346409693707	0.9784537389100126	0.8967046894803549	0.5386565272496832	0.2858048162230672	0.20722433460076045	0.18631178707224336	0.1850443599493029	0.18314321926489227	0.17743979721166034	0.15842839036755388	0.019665873387523094	5.442478540431607	0.015539439583846286	0.10209900000000001
000002	136	1	2.8858642496918363	0.022748476212050863	0.9869655891553701	0.9765380604796663	0.9614181438998958	0.8237747653806048	0.1981230448383733	0.13086548488008343	0.12721584984358708	0.12043795620437957	0.11313868613138686	0.10792492179353493	0.02363045762901357	2.8206049461800617	0.022818408870203102	0.10209900000000001
000002	153	1	12.60946560147796	0.08313565011002798	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0900915429431772	8.50952919652953	0.08210078547928884	0.10209900000000001
000002	156	1	10.332894221794804	0.06527489011381211	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.07146140768035289	6.093946583743293	0.06434042921938439	0.10209900000000001
000002	162	1	12.842374463337551	0.06211857714810773	1.0	0.9977565900168256	0.9938306225462703	0.9915872125630959	0.9893438025799215	0.9842961301177791	0.9803701626472238	0.9775659001682557	0.9736399326977005	0.96578799775659	0.06917119084388128	8.981757445589052	0.06256299351686476	0.10209900000000001
000002	166	1	3.351410426563105	0.0056868656399883385	0.4495677233429395	0.2697406340057637	0.22305475504322766	0.2132564841498559	0.21037463976945245	0.20576368876080692	0.20403458213256484	0.20288184438040346	0.20288184438040346	0.2017291066282421	0.008119347689182006	5.471155403054808	0.005376056329891882	0.10209900000000001
000002	175	1	8.71537848240344	0.024300410774731045	0.9953051643192489	0.9832327297116029	0.9725016767270288	0.8732394366197183	0.6143527833668678	0.3038229376257545	0.13145539906103287	0.11401743796109994	0.10865191146881288	0.10663983903420524	0.028739409191579968	6.601457290138304	0.024079299919830113	0.10209900000000001
