#  Index into NumPy file "pose_data_ycbv-5-epos.npz".
#  Created at  6:49PM EDT on Sep 11, 2023
#    DATASET:   ycbv
#    OBJECT:    5
#    ESTIMATOR: epos
#  The errors reported in this file have taken discrete and continuous object symmetries into account.
#  Bounding boxes are recorded in pixel coordinates as ((upper-left x, y), (lower-right x, y)) with the origin in the upper-left.
#
#  When a row is marked as a TP, it does not necessarily mean that the bounding boxes overlap.
#  For each ground-truth instance, the prediction best overlapping that instance belongs to that ground-truth.
#  All TPs are in the corresponding *.npz file.
#
#  When a row is marked as a FN, it means that there is a ground-truth but the predictor failed to make a prediction at all.
#  FNs are NOT recorded in the *.npz at all.
#
#  When a row is marked as a FP, it means the predictor hallucinated; there is no corresponding ground-truth instance.
#  FPs are NOT recorded in the *.npz at all.
#
#  Scene  <t>  Frame  <t>  Index  <t>  Error cat.  <t>  Visibility ratio  <t>  Score  <t>  R_err(degrees)  <t>  t_err(meters)  <t>  Gr.Tr.BBox  <t>  Pred.BBox
000050	620	0	TP	0.9975559557499357	0.0	2.8078774799746444	0.03869437228977299	390.0,117.0,466.0,364.0	50.0,620.0,55.0,620.0
000050	623	1	TP	0.9973751600512164	0.0	5.918413358019029	0.05760255086803793	391.0,114.0,467.0,361.0	50.0,623.0,55.0,623.0
000050	629	2	TP	0.9912895284983905	0.0	1.5964150497470406	0.04404469542383503	394.0,107.0,471.0,355.0	50.0,629.0,55.0,629.0
000050	633	3	TP	0.9958088327286375	0.0	2.193741192758011	0.020349731062453493	400.0,103.0,478.0,352.0	50.0,633.0,55.0,633.0
000050	640	4	TP	0.9973940559657505	0.0	2.4056423607018305	0.04408734484443766	411.0,104.0,489.0,353.0	50.0,640.0,55.0,640.0
000050	642	5	TP	0.9975147561354458	0.0	3.4437631028212787	0.050149003815042364	413.0,103.0,491.0,352.0	50.0,642.0,55.0,642.0
000050	644	6	TP	0.9988875154511743	0.0	2.202971706965256	0.044682786741326835	413.0,102.0,492.0,351.0	50.0,644.0,55.0,644.0
000050	651	7	TP	0.9969493593654668	0.0	2.35425270262657	0.03704996458377614	419.0,97.0,500.0,347.0	50.0,651.0,55.0,651.0
000050	653	8	TP	0.9923329682365827	0.0	2.7928637804073024	0.012227035368216514	422.0,96.0,503.0,347.0	50.0,653.0,55.0,653.0
000050	660	9	TP	0.9970426700464723	0.0	3.42460403168834	0.023459310233638387	430.0,99.0,512.0,350.0	50.0,660.0,55.0,660.0
000050	662	10	TP	0.9963851066393541	0.0	2.975701441693977	0.021058928101085634	430.0,101.0,511.0,352.0	50.0,662.0,55.0,662.0
000050	671	11	TP	0.9911904761904762	0.0	2.718584683233181	0.030863764086507404	437.0,100.0,520.0,351.0	50.0,671.0,55.0,671.0
000050	681	12	TP	0.9955461790904829	0.0	3.9430228355150745	0.037490356341846734	446.0,98.0,529.0,350.0	50.0,681.0,55.0,681.0
000050	682	13	TP	0.9985362997658079	0.0	2.9171036743142733	0.02572748827825282	447.0,98.0,530.0,351.0	50.0,682.0,55.0,682.0
000050	701	14	TP	0.9979620356352626	0.0	3.6573182760299905	0.03809775589175411	450.0,111.0,532.0,363.0	50.0,701.0,55.0,701.0
000050	712	15	TP	0.9976954542835743	0.0	2.0412846418436286	0.04497840638320491	463.0,121.0,546.0,372.0	50.0,712.0,55.0,712.0
000050	721	16	TP	0.9896099471980924	0.0	5.442351166425912	0.04315313189268978	476.0,119.0,561.0,371.0	50.0,721.0,55.0,721.0
000050	722	17	TP	0.9960893221491726	0.0	1.316967440969587	0.024257943331559204	477.0,119.0,562.0,372.0	50.0,722.0,55.0,722.0
000050	735	18	TP	0.996309550436144	0.0	2.5194324406417863	0.021491580962679942	487.0,119.0,574.0,372.0	50.0,735.0,55.0,735.0
000050	737	19	TP	0.9967178460169115	0.0	2.7216155170231713	0.02383154442956003	488.0,118.0,575.0,372.0	50.0,737.0,55.0,737.0
000050	751	20	TP	0.9958024964100298	0.0	4.480810262741143	0.04021184080900322	496.0,121.0,583.0,375.0	50.0,751.0,55.0,751.0
000050	757	21	TP	0.9975904934012376	0.0	4.310876261004829	0.03302937298633966	498.0,120.0,585.0,375.0	50.0,757.0,55.0,757.0
000050	769	22	TP	0.9979980521588573	0.0	2.313459355715863	0.02178771905226945	502.0,119.0,589.0,374.0	50.0,769.0,55.0,769.0
000050	923	23	TP	0.9974141984015045	0.0	3.1491440441859826	0.024924123045922886	518.0,85.0,616.0,349.0	50.0,923.0,55.0,923.0
000050	1026	24	TP	0.9995687982406968	0.0	2.042021101796073	0.021058263883539964	489.0,84.0,594.0,354.0	50.0,1026.0,55.0,1026.0
000050	1044	25	TP	0.9996994418205238	0.0	3.5541460847505926	0.03144733686452404	475.0,84.0,580.0,355.0	50.0,1044.0,55.0,1044.0
000050	1052	26	TP	0.9982576916539181	0.0	3.2504287700967844	0.02676591221263222	471.0,81.0,577.0,353.0	50.0,1052.0,55.0,1052.0
000050	1058	27	TP	0.9992423923565806	0.0	2.3414573315716645	0.026769693251376715	472.0,79.0,578.0,352.0	50.0,1058.0,55.0,1058.0
000050	1066	28	TP	0.9994603793947947	0.0	2.8953691991193726	0.024999878028534345	471.0,76.0,579.0,350.0	50.0,1066.0,55.0,1066.0
000050	1077	29	TP	0.9992972302604382	0.0	2.4717518434261003	0.027036981000140663	472.0,77.0,580.0,352.0	50.0,1077.0,55.0,1077.0
000050	1094	30	TP	0.9999177834415851	0.0	2.305993801275128	0.020664447040500567	472.0,93.0,581.0,368.0	50.0,1094.0,55.0,1094.0
000050	1098	31	TP	0.9997133497133497	0.0	1.6874363619572454	0.01726666382307097	471.0,93.0,580.0,368.0	50.0,1098.0,55.0,1098.0
000050	1105	32	TP	0.9994718452912976	0.0	1.5473913670593733	0.017225828077223157	472.0,95.0,582.0,370.0	50.0,1105.0,55.0,1105.0
