#  Index into NumPy file "pose_data_tless-2-gdrnpp.npz".
#  Created at  5:23PM EDT on Sep 11, 2023
#    DATASET:   tless
#    OBJECT:    2
#    ESTIMATOR: gdrnpp
#  The errors reported in this file have taken discrete and continuous object symmetries into account.
#  Bounding boxes are recorded in pixel coordinates as ((upper-left x, y), (lower-right x, y)) with the origin in the upper-left.
#
#  When a row is marked as a TP, it does not necessarily mean that the bounding boxes overlap.
#  For each ground-truth instance, the prediction best overlapping that instance belongs to that ground-truth.
#  All TPs are in the corresponding *.npz file.
#
#  When a row is marked as a FN, it means that there is a ground-truth but the predictor failed to make a prediction at all.
#  FNs are NOT recorded in the *.npz at all.
#
#  When a row is marked as a FP, it means the predictor hallucinated; there is no corresponding ground-truth instance.
#  FPs are NOT recorded in the *.npz at all.
#
#  Scene  <t>  Frame  <t>  Index  <t>  Error cat.  <t>  Visibility ratio  <t>  Score  <t>  R_err(degrees)  <t>  t_err(meters)  <t>  Gr.Tr.BBox  <t>  Pred.BBox
000001	1	0	TP	0.9642857142857143	0.965364933013916	0.030442839811721936	0.007415059192141977	267.0,345.0,331.0,411.0	1.0,1.0,3.0,1.965364933013916
000001	17	1	TP	0.9795373665480427	0.96533203125	0.03780951630873352	0.012814422485321374	205.0,197.0,268.0,262.0	1.0,17.0,3.0,17.96533203125
000001	30	2	TP	0.9874310239117106	0.970703125	0.03515151133394252	0.013136757915512427	311.0,112.0,370.0,178.0	1.0,30.0,3.0,30.970703125
000001	38	3	TP	0.9788732394366197	0.9619140625	0.025332671029142252	0.011659785037956838	396.0,126.0,455.0,194.0	1.0,38.0,3.0,38.9619140625
000001	57	4	TP	0.9644816632977188	0.96394944190979	0.026170423438268597	0.010196506615081336	434.0,304.0,498.0,371.0	1.0,57.0,3.0,57.96394944190979
000001	67	5	TP	0.9711815561959655	0.96728515625	0.04116197336954118	0.005660981951537279	336.0,357.0,400.0,424.0	1.0,67.0,3.0,67.96728515625
000001	76	6	TP	0.9882978723404255	0.9712052345275879	0.04918059659026281	0.015870681910788366	233.0,309.0,298.0,380.0	1.0,76.0,3.0,76.97120523452759
000001	89	7	TP	0.9710720363017583	0.965836763381958	0.04803406495434335	0.014788748414340719	208.0,188.0,270.0,259.0	1.0,89.0,3.0,89.96583676338196
000001	101	8	TP	0.9634472511144131	0.96630859375	0.060434772912091775	0.01821962851694548	308.0,120.0,366.0,192.0	1.0,101.0,3.0,101.96630859375
000001	109	9	TP	0.9515079834417505	0.96875	0.03951980964083582	0.017909056850527863	390.0,130.0,449.0,203.0	1.0,109.0,3.0,109.96875
000001	127	10	TP	0.9678985702724575	0.9663248062133789	0.06064475846400767	0.010190088801085349	444.0,280.0,508.0,352.0	1.0,127.0,3.0,127.96632480621338
