1	1
2	1
3	0
4	1
5	1
6	1
7	1
8	1
9	0
10	1
11	1
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	1
21	0
22	0
23	1
24	0
25	0
26	0
27	1
28	0
29	1
30	0
31	0
32	1
33	1
34	1
35	0
36	1
37	1
38	0
39	0
40	1
41	0
42	0
43	0
44	0
45	1
46	0
47	1
48	1
49	1
50	1
51	0
52	1
53	1
54	1
55	0
56	0
57	1
58	0
59	0
60	0
61	1
62	1
63	1
64	1
65	1
66	1
67	0
68	0
69	1
70	1
71	0
72	1
73	1
74	0
75	0
76	1
77	0
78	0
79	1
80	1
81	1
82	1
83	0
84	1
85	0
86	1
87	1
88	1
89	0
90	1
91	0
92	1
93	0
94	1
95	1
96	0
97	1
98	0
99	0
100	0
101	0
102	1
103	1
104	1
105	1
106	1
107	0
108	0
109	0
110	0
111	1
112	0
113	0
114	1
115	0
116	1
117	0
118	0
119	0
120	0
121	1
122	1
123	0
124	0
125	1
126	1
127	1
128	0
129	1
130	1
131	1
132	1
133	0
134	1
135	1
136	0
137	1
138	1
139	1
140	1
141	0
142	0
143	0
144	1
145	0
146	0
147	1
148	0
149	0
150	1
151	1
152	0
153	0
154	0
155	1
156	1
157	0
158	0
159	0
160	0
161	0
162	1
163	0
164	0
165	0
166	0
167	1
168	0
169	0
170	0
171	1
172	1
173	1
174	0
175	0
176	1
177	0
178	0
179	0
180	0
181	1
182	1
183	0
184	1
185	0
186	1
187	1
188	0
189	0
190	0
191	1
192	1
193	0
194	1
195	1
196	1
197	0
198	1
199	0
200	1
