1	1
2	0
3	0
4	1
5	1
6	1
7	1
8	1
9	1
10	1
11	1
12	0
13	1
14	1
15	0
16	1
17	0
18	1
19	0
20	1
21	1
22	1
23	1
24	0
25	0
26	1
27	1
28	1
29	0
30	0
31	0
32	1
33	1
34	1
35	1
36	1
37	0
38	0
39	1
40	0
41	0
42	0
43	0
44	1
45	0
46	0
47	1
48	1
49	0
50	1
51	0
52	0
53	0
54	0
55	0
56	1
57	0
58	1
59	0
60	0
61	1
62	0
63	1
64	1
65	1
66	0
67	0
68	1
69	1
70	0
71	0
72	0
73	0
74	1
75	1
76	1
77	1
78	0
79	0
80	0
81	1
82	1
83	0
84	1
85	1
86	0
87	0
88	1
89	1
90	0
91	0
92	1
93	0
94	0
95	0
96	1
97	0
98	1
99	1
100	0
101	0
102	1
103	1
104	1
105	1
106	0
107	1
108	1
109	1
110	1
111	1
112	1
113	0
114	0
115	0
116	1
117	1
118	1
119	1
120	0
121	0
122	1
123	1
124	0
125	0
126	1
127	1
128	1
129	0
130	0
131	0
132	1
133	0
134	1
135	0
136	0
137	1
138	1
139	0
140	0
141	0
142	1
143	1
144	0
145	1
146	1
147	1
148	0
149	0
150	1
151	1
152	1
153	0
154	1
155	1
156	0
157	0
158	1
159	1
160	1
161	0
162	0
163	0
164	0
165	0
166	0
167	0
168	0
169	0
170	1
171	0
172	0
173	1
174	0
175	0
176	0
177	0
178	0
179	0
180	0
181	1
182	0
183	0
